Transcript,Label,Predicted Emotion,Mapped Value,speaker_id
"Hey, I'd love to help you but I- you don't have the kind of training that I-",0,Neutral,0,946
"Um, you--",0,Neutral,0,938
"Well, okay I'm going to give you a free phone card that you can use at any payphone and that's on us. Okay?",0,Neutral,0,941
Yeah.,0,Neutral,0,937
Wait a minute. I got it.,0,Neutral,0,939
Yeah. I understand.  I think it's really healthy to grieve.,2,Neutral,0,944
"I'm not getting a -- well, you wait in this line and not get an attitude.",3,Angry,3,944
I'll get out. I'll marry her somewhere else. Maybe New York.,0,Sad,2,939
"Yes, I suppose there has been.  But it's going from me.",2,Sad,2,942
"Oh, alright.",1,Neutral,0,940
Do you still feel that way?,2,Neutral,0,940
"Oh, thanks.  I'll need it.",1,Neutral,0,943
"Okay, I do see that on here, and it says that um, it had some trouble clearing for some reason.  And I think that was the problem on our end.  So um-",0,Neutral,0,943
"Well how long will it last us, this ludicrous overbearing love of ours.",0,Neutral,0,938
A good friend of mine passed away the other day.,2,Sad,2,943
I don't see what you have to go on and on with this kind of thing.,3,Neutral,0,941
You're a considerate fellow.  There's nothing wrong with that.,0,Neutral,0,938
"you know you shouldn't give yourself a hard time for that, it's the best you can.",0,Neutral,0,940
[GARBAGE] You have to write me everyday.,2,Happy,1,944
Oh shut up.,3,Angry,3,937
I wanted to get this settled first.,0,Neutral,0,937
Don't say that.,2,Neutral,0,945
I was supposed to see him last summer,2,Sad,2,941
"Yeah. God, I loved that kid.",2,Neutral,0,939
No. I'm not sorry. It's-,2,Neutral,0,939
Alright but don't think that way,3,Angry,3,946
"Well, look what we have here.",1,Neutral,0,938
Right.,0,Neutral,0,938
"I know.  It kind of went out of style, didn't it?",0,Neutral,0,937
He was out here when it broke.,0,Neutral,0,937
"You're the one who probably wishes he was with somebody else.  Somebody who doesn't take things so seriously, who could enjoy herself.",2,Sad,2,937
You are cruising for a bruising.  You are in so much trouble.,3,Angry,3,937
"We're not twenty one yet, but whatever.",0,Neutral,0,939
Give me a kiss.,1,Neutral,0,937
Shut up.,3,Angry,3,940
I did want to see it.  I always want to see it.  I just- I keep thinking this will be the time and it never is.,2,Sad,2,944
"Just seems so unfair, is the way it is.",2,Sad,2,939
"Have you gone, like, signed up with a temp agency?  Maybe they can help.",0,Neutral,0,942
"Well, you've gotta live.",0,Neutral,0,938
He actually wanted to do something.,2,Neutral,0,941
Yeah.,0,Neutral,0,943
"Well that's only your business, Chris.",0,Neutral,0,942
"We're going to do it back in the Midwest where her family all is.  They're all out there. you know so, Um  And so, just gonna have a small, small wedding. But, um- you know, of course, you're going to come, right?",1,Neutral,0,944
And then we'll thrash it out with father.  Okay Mom?  Don't avoid me.,0,Neutral,0,937
I wanted to get this settled first.,0,Neutral,0,939
[LAUGHTER],1,Neutral,0,937
"You're a vile tempered, loosed living",3,Angry,3,942
Well.  This isn't anything like I thought anything would be like.,2,Sad,2,938
"Okay, yeah.  I would imagine.",0,Neutral,0,937
I don't know the meaning of it.  But I know one thing mom did.  We made a terrible mistake with dad.,2,Sad,2,943
Mind your own business.,3,Angry,3,937
"Well sure, from your mother's point of view.  Why else would I come?",0,Neutral,0,937
No.,2,Neutral,0,938
It takes some time for a guy to toss that off.  'Cause they weren't just men.,2,Sad,2,940
"Yeah, but you were there all the hospital days. By his bed-",2,Sad,2,939
I just don't see why it has to be Annie.,3,Angry,3,940
It's dangerous; I mean how can you make sure that you'll,2,Neutral,0,940
"Yeah, they do.",0,Neutral,0,945
Or not.,0,Neutral,0,937
Geez.,2,Neutral,0,941
"You mustn't be so serious, darling, it just what they want.",1,Neutral,0,945
I still can't live on in six seven and five.  It's not possible in Los Angeles.  Housing is too expensive.,3,Angry,3,943
And this isn't the first time you know?  I mean you always...sending you off to different places and...,2,Sad,2,941
Must you be inspired?,3,Angry,3,940
Yes.  The real cause of that rile was Peter Burden.,0,Neutral,0,941
I'll never forgive you for waiting so long.  All I did was sit around and wonder if I was crazy for thinking about you.,1,Happy,1,945
"We'll have internet set up, we'll get web cameras and everything.  My whole family's here too.",0,Neutral,0,941
"You're quite insufferable, I expect it's because you're drunk.",3,Angry,3,945
Okay.  So then it's alright.  I'll go ahead with it.,0,Neutral,0,941
Yeah.  I know it's gonna take a minute.  But you-- so you might as well get started now.,0,Neutral,0,944
"So yeah, we leave tomorrow...",2,Neutral,0,945
They do come back.,0,Neutral,0,939
"Fine, if you insist on being completely insolent.",3,Angry,3,943
That's very amusing indeed.,3,Neutral,0,945
What do you want me to do?  You're old enough to know your own mind.,3,Angry,3,938
Must you be inspired?,3,Angry,3,944
"It took them, oh man, it took them like, I mean what it's like April now and any letters that come in April are usually the rejection letters so I was just like...",1,Neutral,0,941
"Yeah. I know. It went out of style, didn't it?",1,Neutral,0,939
What I can do for you is give you a hundred dollars right now and fill out complaint form,0,Neutral,0,942
"I'm not sorry, no. But I'm...I can't stay.",0,Sad,2,937
Fifty bucks. Mmhmm.,0,Neutral,0,937
How many?,2,Neutral,0,941
I'm not frustrated.,3,Neutral,0,937
"Uh huh, Okay.",0,Neutral,0,944
I almost got married two years ago.,2,Neutral,0,944
So where are you going to have your wedding?,1,Neutral,0,944
The business?  The business?  It doesn't inspire me?,3,Angry,3,943
I just wish there was some way to just bring him back to life magically.,2,Sad,2,942
Yeah.,3,Angry,3,937
"I really don't want to go, I don't want to go...",2,Sad,2,945
You know I'll always help you.,0,Neutral,0,943
Well,0,Neutral,0,940
Did you see much of Peter Burden after our divorce?,3,Angry,3,937
"Oh, yes I am.",3,Neutral,0,939
Yeah?,0,Neutral,0,939
I hope so.,2,Neutral,0,940
No.  I'm not going anywhere.  I'm staying here-- I am filling out right now okay just calm down. I'm filling out right now-- Just take the god damn piece of paper.,3,Angry,3,941
"No, Carla, I'm just like you.  I thought it was gonna be all peaches and roses and sand in our toes and wind in our hair and the fish will always come and the bills will pay themselves and we'll have three fat rosy kids and ha, ha, baby, the joke's on us",2,Sad,2,938
"We had a bottle of champagne but no glasses and you ask me to dance so we took off our shoes and while we were dancing, you said the most intimate things right in my ears so I could feel them as much as hear them.",2,Sad,2,943
"You didn't fill this out right. All right. It says that you have to fill out the back sheet of this, but you filled out the yellow sheet of it.",0,Neutral,0,939
"You'll videotape everything, yeah?",2,Neutral,0,937
it's great. I'm a lucky man.,1,Happy,1,944
"I don't care.  I don't care, do you understand?  I don't mind if they bark and they roll about like hoops.",3,Angry,3,945
"Well, I suppose the people downstairs then.",3,Neutral,0,939
extreme request.  I want to find a job.  Everybody wants to find a job. It's really not that.,3,Angry,3,946
"I'll have a little, I think.",0,Neutral,0,945
"I'm guessing, you know it's like I I checked it out.  And, like, they have a decent history program.",1,Neutral,0,942
You went out of your way to torture me over Peter Burden.,0,Neutral,0,937
"I will never forgive you.  All I'd done was sit around wondering if I was crazy waiting so long, wondering if you were thinking about me.",1,Happy,1,937
"Where? I don't know. The lost and found. What do you mean, lost and found?",3,Neutral,0,939
I'm going to ask her to marry me.,0,Neutral,0,937
Beast. Brute. Cad. Swine. Beast. Beast. Brute. Devil. Sorry.,3,Angry,3,941
That's going to--that'll be reserved for somebody else.,0,Neutral,0,939
It's the worst when they go like that. [GARBAGE] Was he young?,2,Sad,2,943
No.,0,Neutral,0,946
"It gave him a lot of pleasure, it didn't hurt me any.",0,Neutral,0,940
You got to tell me.,2,Neutral,0,945
"Oh, man. I'm so sorry.",2,Sad,2,940
I'm not in the least drunk.,3,Angry,3,942
"Aw.  Do you know, I should have brought a six pack, too.  A six pack, that would be just the ticket right about now.  Huh?",0,Neutral,0,937
"It's weird.  Whenever I go back to town, I think of her.  I mean, it's like ... I mean we grew up together and she died when we were twenty one.  And yeah.  She had cancer, she had two brain tumors.",2,Sad,2,937
Yeah.,2,Neutral,0,940
No.,2,Neutral,0,945
Great.  How many seats?,0,Neutral,0,938
No.  I figured it was best to leave him alone.,2,Neutral,0,944
I'm smarter than half the people I work for.,3,Angry,3,941
"No, I know. Me neither.",2,Neutral,0,940
Please.,3,Angry,3,942
"and No, I understand, but you've got to start somewhere.  It's better than nothing and that's all you have.  You have nothing right now.",0,Neutral,0,943
I'm just not.,2,Neutral,0,944
"Yeah, sure.",0,Neutral,0,946
You're not.,3,Neutral,0,937
"I wonder, do they always run during a full moon?  I can't remember if it was full last year.  Do you remember?",0,Neutral,0,938
And I didn't want any of it. I guess that included you.,2,Sad,2,937
I just think browns are really what you want to go with.  I mean I think there's more contrast between brown and green than there is-,0,Neutral,0,946
I'd rather not remember some things.  I'd rather not hope for some things.,2,Sad,2,945
You- You can do that--You can do that now? I don't have to get like transferred through or anything like that.,0,Neutral,0,938
I want you to know Annie.,2,Neutral,0,945
yeah yeah yeah.,2,Neutral,0,944
[LAUGHTER] I think I shall do a court curtsey.,1,Neutral,0,945
I'm sorry that it was an inconvenience.,0,Neutral,0,943
Okay.,0,Neutral,0,942
"I know, me neither.",2,Neutral,0,938
I just don't.,0,Neutral,0,943
He cried hard.,2,Sad,2,943
My window is open.,3,Angry,3,945
"-it's going to get better I promise you. You just got to hang in there. Everyone, I mean, you know?",0,Sad,2,941
Do you remember the last time we came here?,2,Neutral,0,939
Well I guess you're not trying hard enough.,0,Neutral,0,946
That's a long time.,0,Neutral,0,945
"No, you don't.  I'm a pretty tough guy.",0,Neutral,0,938
yeah.,0,Neutral,0,943
You want my jacket?,0,Neutral,0,942
"For instance, this one time, it had been raining several days and this kid came to me and gave me his last pair of dry socks.  I put them in pocket.  It's only a little thing, but those are the kind of guys I had.",2,Sad,2,940
You want to go get some champagne?,0,Neutral,0,940
To hell with that!,3,Angry,3,943
I'm really good at what I do.  I just don't know how to make someone else see that.,3,Angry,3,946
I lost them.,2,Neutral,0,944
Isn't it a rat?  It's a rat.  Chuck E. Cheese?,0,Neutral,0,941
He cried hard?,2,Neutral,0,941
"No, I know me either.",2,Neutral,0,943
"Why should he dream about him, walking around looking for him at night?  Do we contradict him?  Do we say straight out that we don't have any hope anymore, that we haven't had any hope for years now?",3,Angry,3,944
"Oh, sure this is standing on the beach, this is waiting, fighting.",3,Angry,3,945
Of course I had my name tags on the luggage.,3,Neutral,0,941
"Oh, thank you, dear.  The same applies to you except that if I catch so much as looking at another woman, I'll kill you.",1,Happy,1,938
"Because you know what you get, Carla?  You know what you get?  This.",3,Happy,1,944
"Hey, you just got to keep on going.",0,Neutral,0,939
God.,3,Angry,3,941
How much?,0,Neutral,0,938
I didn't say that.,2,Neutral,0,944
"Look, I need you to be strong for me. 'Cause I can't be the only one that's strong right now, really, I--",2,Sad,2,939
"Uh, huh. I mean, you know, it's spring--It'll be--",0,Neutral,0,938
What does it all mean that's what I ask- that's what I ask myself in my ceaseless quest for ultimate truth?  Good God what does it all mean?,1,Angry,3,940
"But I mean she could, but it was- so it was kind of sitting at her feet holding her up and she had these poems she had memorized.  And I remember looking up, she had curly red hair and there was this palm tree right behind her and it was like a crown growing right out of her head.  It was cool.",2,Neutral,0,937
